Hex,Term,Lab A,Lab B,lab L
#85c2d4,lightblue,-15,-15,75
#83f5eb,lightblue,-35,-5,90
#83e3f0,lightblue,-25,-15,85
#83c0e6,lightblue,-10,-25,75
#83bcff,lightblue,0,-40,75
#82d1f4,lightblue,-15,-25,80
#81f4fe,lightblue,-30,-15,90
#80e1ff,lightblue,-20,-25,85
#79f6f4,lightblue,-35,-10,90
#79e3f9,lightblue,-25,-20,85
#79c1ef,lightblue,-10,-30,75
#77d6cf,lightblue,-30,-5,80
#77d1fd,lightblue,-15,-30,80
#77c4d3,lightblue,-20,-15,75
#75f4ff,lightblue,-30,-20,90
#75e7dd,lightblue,-35,-5,85
#75d5e1,lightblue,-25,-15,80
#73c3e6,lightblue,-15,-25,75
#72e5ef,lightblue,-30,-15,85
#71d3f4,lightblue,-20,-25,80
#65e6f9,lightblue,-30,-20,85
#64d4fd,lightblue,-20,-30,80
#62d7e1,lightblue,-30,-15,80
#55e6ff,lightblue,-30,-25,85
#54d7eb,lightblue,-30,-20,80
#9fdcff,lightblue,-10,-25,85
#9ecbf4,lightblue,-5,-25,80
#9ebdd4,lightblue,-5,-15,75
#9eb6ff,lightblue,10,-40,75
#9dbbe6,lightblue,0,-25,75
#9bffef,lightblue,-35,0,95
#9bf4ce,lightblue,-35,10,90
#9bf3e1,lightblue,-30,0,90
#9bf1f5,lightblue,-25,-10,90
#9be2d3,lightblue,-25,0,85
#9be0e6,lightblue,-20,-10,85
#9bd1c6,lightblue,-20,0,80
#9bc9ff,lightblue,0,-35,80
#9affff,lightblue,-30,-10,95
#9affdc,lightblue,-40,10,95
#9acfd8,lightblue,-15,-10,80
#9ab9f9,lightblue,5,-35,75
#8fadd8,lightblue,0,-25,70
#8ed4c6,lightblue,-25,0,80
#8de4d3,lightblue,-30,0,85
#8dd2d8,lightblue,-20,-10,80
#8dccff,lightblue,-5,-35,80
#8dc1ca,lightblue,-15,-10,75
#8dbcf9,lightblue,0,-35,75
#8cf5e1,lightblue,-35,0,90
#8ce3e6,lightblue,-25,-10,85
#8cabea,lightblue,5,-35,70
#8bf3f4,lightblue,-30,-10,90
#8bd0eb,lightblue,-15,-20,80
#8bc0dd,lightblue,-10,-20,75
#8ae1f9,lightblue,-20,-20,85
#7fd6c5,lightblue,-30,0,80
#7fc4ca,lightblue,-20,-10,75
#7ee7d3,lightblue,-35,0,85
#7ed4d8,lightblue,-25,-10,80
#7ebef8,lightblue,-5,-35,75
#7dcfff,lightblue,-10,-35,80
#7dc2dd,lightblue,-15,-20,75
#7ce5e6,lightblue,-30,-10,85
#7cd3eb,lightblue,-20,-20,80
#6ed7d8,lightblue,-30,-10,80
#6ec1f8,lightblue,-10,-35,75
#6de4ff,lightblue,-25,-25,85
#6dc5dd,lightblue,-20,-20,75
#6ae7e6,lightblue,-35,-10,85
#6ad5eb,lightblue,-25,-20,80
#6ad2ff,lightblue,-15,-35,80
#5cd6f4,lightblue,-25,-25,80
#eec6ff,lavender,25,-25,85
#eddaff,lavender,15,-20,90
#e9c9fa,lavender,20,-20,85
#e8ddff,lavender,10,-15,90
#e8b2ff,lavender,35,-35,80
#e4ccf1,lavender,15,-15,85
#e4c9ff,lavender,20,-25,85
#e4b5ff,lavender,30,-30,80
#e3deff,lavender,10,-20,90
#dfccfa,lavender,15,-20,85
#dfb8f5,lavender,25,-25,80
#dfb5ff,lavender,30,-35,80
#dea0ff,lavender,40,-40,75
#dbbbec,lavender,20,-20,80
#dacff1,lavender,10,-15,85
#dacdff,lavender,15,-25,85
#dabed9,lavender,15,-10,80
#dab9ff,lavender,25,-30,80
#daa7e7,lavender,30,-25,75
#daa4f9,lavender,35,-35,75
#d592eb,lavender,40,-35,70
#d199d0,lavender,30,-20,70
#d196e2,lavender,35,-30,70
#d093f4,lavender,40,-40,70
#d98ff4,lavender,45,-40,70
#d6bee2,lavender,15,-15,80
#d6bcf5,lavender,20,-25,80
#d6aade,lavender,25,-20,75
#d6a7f0,lavender,30,-30,75
#d5d0fa,lavender,10,-20,85
#d5b9ff,lavender,25,-35,80
#d4a5ff,lavender,35,-40,75
#d1bfec,lavender,15,-20,80
#d1add5,lavender,20,-15,75
#d1aae7,lavender,25,-25,75
#d0bcfe,lavender,20,-30,80
#d0a8f9,lavender,30,-35,75
#cdaede,lavender,20,-20,75
#ccc1e2,lavender,10,-15,80
#ccbff5,lavender,15,-25,80
#ccb0cb,lavender,15,-10,75
#ccabf0,lavender,25,-30,75
#cc99d9,lavender,30,-25,70
#cc96eb,lavender,35,-35,70
#cc9cc7,lavender,25,-15,70
#cba8ff,lavender,30,-40,75
#cabdff,lavender,20,-35,80
#ca94fd,lavender,40,-45,70
#c697f4,lavender,35,-40,70
#c494ff,lavender,40,-50,70
#c098fd,lavender,35,-45,70
#c89dd0,lavender,25,-20,70
#c79fbe,lavender,20,-10,70
#c79ae2,lavender,30,-30,70
#c39dd9,lavender,25,-25,70
#c29aeb,lavender,30,-35,70
#c8b0d4,lavender,15,-15,75
#c8aee7,lavender,20,-25,75
#c7c2ec,lavender,10,-20,80
#c7acf9,lavender,25,-35,75
#c6c0fe,lavender,15,-30,80
#c3b1dd,lavender,15,-20,75
#c3a2b5,lavender,15,-5,70
#c3a0c7,lavender,20,-15,70
#c2aff0,lavender,20,-30,75
#c0acff,lavender,25,-40,75
#bfa3bd,lavender,15,-10,70
#bfa0d0,lavender,20,-20,70
#beb4d4,lavender,10,-15,75
#beb1e7,lavender,15,-25,75
#be9ee2,lavender,25,-30,70
#be8fb9,lavender,25,-15,65
#be8ccb,lavender,30,-25,65
#bd9bf4,lavender,30,-40,70
#bcaff9,lavender,20,-35,75
#baa3c6,lavender,15,-15,70
#baa1d9,lavender,20,-25,70
#ba99ff,lavender,35,-50,70
#ba92b0,lavender,20,-10,65
#ba8fc2,lavender,25,-20,65
#ba8dd4,lavender,30,-30,65
#b692b9,lavender,20,-15,65
#b590cb,lavender,25,-25,65
#b195b0,lavender,15,-10,65
#b193c2,lavender,20,-20,65
#b090d4,lavender,25,-30,65
#b99eeb,lavender,25,-35,70
#b69cfd,lavender,30,-45,70
#b48ddd,lavender,30,-35,65
#b29ff4,lavender,25,-40,70
#b9b4dd,lavender,10,-20,75
#b8b2f0,lavender,15,-30,75
#b6b0ff,lavender,20,-40,75
#b5a3cf,lavender,15,-20,70
#b4a1e2,lavender,20,-30,70
#b0a4d8,lavender,15,-25,70
#af9cff,lavender,30,-50,70
#af8ee6,lavender,30,-40,65
#aea2eb,lavender,20,-35,70
#ad96b9,lavender,15,-15,65
#ac93cb,lavender,20,-25,65
#ac9ffd,lavender,25,-45,70
#aba7cf,lavender,10,-20,70
#ab91dc,lavender,25,-35,65
#aaa4e1,lavender,15,-30,70
#a896c2,lavender,15,-20,65
#a794d3,lavender,20,-30,65
#a492e5,lavender,25,-40,65
#a297ca,lavender,15,-25,65
#a194dc,lavender,20,-35,65
#a88fef,lavender,30,-45,65
#a18ff8,lavender,30,-50,65
#a8a2f4,lavender,20,-40,70
#a6a7d8,lavender,10,-25,70
#9e92ee,lavender,25,-45,65
#9d97d3,lavender,15,-30,65
#f1eeff,grey,5,-10,95
#f0dfd9,grey,5,5,90
#eff3dd,grey,-5,10,95
#edddf6,grey,10,-10,90
#ecdfe3,grey,5,0,90
#ebe2cf,grey,0,10,90
#e8e0ec,grey,5,-5,90
#e7e2d9,grey,0,5,90
#e6f4f0,grey,-5,0,95
#e6d0c2,grey,5,10,85
#e5f6dd,grey,-10,10,95
#e5e4c6,grey,-5,15,90
#e3e0f5,grey,5,-10,90
#e2e2e2,grey,0,0,90
#e2d1cb,grey,5,5,85
#e1e5cf,grey,-5,10,90
#e0d3b8,grey,0,15,85
#dfcfe7,grey,10,-10,85
#dee3ec,grey,0,-5,90
#dee0ff,grey,5,-15,90
#ded1d4,grey,5,0,85
#dde5d9,grey,-5,5,90
#dcd4c2,grey,0,10,85
#dbe7c5,grey,-10,15,90
#dad2de,grey,5,-5,85
#d9e3f5,grey,0,-10,90
#d9c0c7,grey,10,0,80
#d8e5e2,grey,-5,0,90
#d8d4cb,grey,0,5,85
#d8c3b4,grey,5,10,80
#d7e7cf,grey,-10,10,90
#d6d6b8,grey,-5,15,85
#d5d2e7,grey,5,-10,85
#d5c1d0,grey,10,-5,80
#d4d4d4,grey,0,0,85
#d4c3bd,grey,5,5,80
#d3d6c1,grey,-5,10,85
#d2e8d9,grey,-10,5,90
#d2c5ab,grey,0,15,80
#d1c1d9,grey,10,-10,80
#d0d9ae,grey,-10,20,85
#d0d5de,grey,0,-5,85
#d0d2f0,grey,5,-15,85
#d0c3c6,grey,5,0,80
#cfd7cb,grey,-5,5,85
#cfb2b0,grey,10,5,75
#cec6b4,grey,0,10,80
#cdd9b8,grey,-10,15,85
#cdb59d,grey,5,15,75
#cceacf,grey,-15,10,90
#ccc8a1,grey,-5,20,80
#ccc4d0,grey,5,-5,80
#cbd5e7,grey,0,-10,85
#cbb2b9,grey,10,0,75
#cad7d4,grey,-5,0,85
#cac6bd,grey,0,5,80
#cab5a7,grey,5,10,75
#c9d9c1,grey,-10,10,85
#c8c8aa,grey,-5,15,80
#c7c4d9,grey,5,-10,80
#c7b794,grey,0,20,75
#c7b3c2,grey,10,-5,75
#c6dbae,grey,-15,20,85
#c6ca97,grey,-10,25,80
#c6c6c6,grey,0,0,80
#c6b5b0,grey,5,5,75
#c5d8dd,grey,-5,-5,85
#c5c9b4,grey,-5,10,80
#c4dacb,grey,-10,5,85
#c4b89d,grey,0,15,75
#c4a499,grey,10,10,70
#c3b3cb,grey,10,-10,75
#c2dcb8,grey,-15,15,85
#c2cba1,grey,-10,20,80
#c2c7d0,grey,0,-5,80
#c2c5e2,grey,5,-15,80
#c2b6b9,grey,5,0,75
#c1c9bd,grey,-5,5,80
#c1a5a2,grey,10,5,70
#c0b8a6,grey,0,10,75
#bfdad4,grey,-10,0,85
#bfcbaa,grey,-10,15,80
#bfa790,grey,5,15,70
#bedcc1,grey,-15,10,85
#beba94,grey,-5,20,75
#beb6c2,grey,5,-5,75
#bdc7d9,grey,0,-10,80
#bdb8af,grey,0,5,75
#bda5ab,grey,10,0,70
#bcc9c6,grey,-5,0,80
#bca799,grey,5,10,70
#bbcbb3,grey,-10,10,80
#bbba9d,grey,-5,15,75
#baa5b4,grey,10,-5,70
#b39795,grey,10,5,65
#b8949e,grey,15,0,65
#b6978c,grey,10,10,65
#b0989e,grey,10,0,65
#b19a83,grey,5,15,65
#b9cda1,grey,-15,20,80
#b9b9b9,grey,0,0,75
#b9b6cb,grey,5,-10,75
#b9aa87,grey,0,20,70
#b8bd8a,grey,-10,25,75
#b8a8a2,grey,5,5,70
#b7cacf,grey,-5,-5,80
#b7bba6,grey,-5,10,75
#b6ccbd,grey,-10,5,80
#b6aa90,grey,0,15,70
#b5ceaa,grey,-15,15,80
#b5bd94,grey,-10,20,75
#b5a6bd,grey,10,-10,70
#b4b9c2,grey,0,-5,75
#b4b7d4,grey,5,-15,75
#b4a8ab,grey,5,0,70
#b3bbaf,grey,-5,5,75
#b3ac7e,grey,-5,25,70
#b3aa99,grey,0,10,70
#b2ccc6,grey,-10,0,80
#b2cad9,grey,-5,-10,80
#b1bd9d,grey,-10,15,75
#b1a6c6,grey,10,-15,70
#b0ceb3,grey,-15,10,80
#b0ad87,grey,-5,20,70
#b0a8b4,grey,5,-5,70
#afbbb8,grey,-5,0,75
#afb9cb,grey,0,-10,75
#afaba2,grey,0,5,70
#ae9a8c,grey,5,10,65
#adbea6,grey,-10,10,75
#adad90,grey,-5,15,70
#accebd,grey,-15,5,80
#aca9bd,grey,5,-10,70
#ac98a7,grey,10,-5,65
#abc093,grey,-15,20,75
#ababab,grey,0,0,70
#ab8791,grey,15,0,60
#ab9c7a,grey,0,20,65
#ab9a95,grey,5,5,65
#aabcc2,grey,-5,-5,75
#aabad4,grey,0,-15,75
#aaaf7d,grey,-10,25,70
#a899b0,grey,10,-10,65
#a399b9,grey,10,-15,65
#a98a7f,grey,10,10,60
#a89d83,grey,0,15,65
#a79b9e,grey,5,0,65
#a68a88,grey,10,5,60
#a59f71,grey,-5,25,65
#a59d8c,grey,0,10,65
#a39f7a,grey,-5,20,65
#a39ba7,grey,5,-5,65
#a38d77,grey,5,15,60
#a29d95,grey,0,5,65
#a28b91,grey,10,0,60
#a08d7f,grey,5,10,60
#a9beaf,grey,-10,5,75
#a9ad99,grey,-5,10,70
#a7c09d,grey,-15,15,75
#a7af87,grey,-10,20,70
#a7abb4,grey,0,-5,70
#a7a9c6,grey,5,-15,70
#a6aea2,grey,-5,5,70
#a4beb8,grey,-10,0,75
#a4bccb,grey,-5,-10,75
#a4b090,grey,-10,15,70
#a3c0a6,grey,-15,10,75
#a2acbd,grey,0,-10,70
#a1aeab,grey,-5,0,70
#a1aacf,grey,5,-20,70
#a0b099,grey,-10,10,70
#a0a083,grey,-5,15,65
#989264,grey,-5,25,60
#949088,grey,0,5,60
#938073,grey,5,10,55
#929276,grey,-5,15,60
#919191,grey,0,0,60
#908261,grey,0,20,55
#899576,grey,-10,15,60
#888561,grey,-5,20,55
#887177,grey,10,0,50
#879390,grey,-5,0,60
#867466,grey,5,10,50
#848484,grey,0,0,55
#848295,grey,5,-10,55
#847280,grey,10,-5,50
#829499,grey,-5,-5,60
#828758,grey,-10,25,55
#828672,grey,-5,10,55
#819688,grey,-10,5,60
#809776,grey,-15,15,60
#807477,grey,5,0,50
#807288,grey,10,-10,50
#798872,grey,-10,10,55
#789699,grey,-10,-5,60
#786573,grey,10,-5,45
#779887,grey,-15,5,60
#777777,grey,0,0,50
#777588,grey,5,-10,50
#766762,grey,5,5,45
#757966,grey,-5,10,50
#729890,grey,-15,0,60
#727590,grey,5,-15,50
#715857,grey,10,5,40
#708983,grey,-10,0,55
#708795,grey,-5,-10,55
#687890,grey,0,-15,50
#666983,grey,5,-15,45
#596056,grey,-5,5,40
#595242,grey,0,10,35
#576245,grey,-10,15,40
#567159,grey,-15,10,45
#564147,grey,10,0,30
#535062,grey,5,-10,35
#527162,grey,-15,5,45
#527072,grey,-10,-5,45
#525252,grey,0,0,35
#516166,grey,-5,-5,40
#515442,grey,-5,10,35
#506356,grey,-10,5,40
#495552,grey,-5,0,35
#495362,grey,0,-10,35
#485642,grey,-10,10,35
#474747,grey,0,0,30
#474556,grey,5,-10,30
#473643,grey,10,-5,25
#466556,grey,-15,5,40
#466366,grey,-10,-5,40
#454837,grey,-5,10,30
#405752,grey,-10,0,35
#403943,grey,5,-5,25
#234043,grey,-10,-5,25
#98907f,grey,0,10,60
#96806a,grey,5,15,55
#95926d,grey,-5,20,60
#90807b,grey,5,5,55
#89818c,grey,5,-5,55
#87837b,grey,0,5,55
#86957f,grey,-10,10,60
#85856a,grey,-5,15,55
#83976d,grey,-15,20,60
#83746f,grey,5,5,50
#81765e,grey,0,15,50
#79675a,grey,5,10,45
#78795d,grey,-5,15,50
#75887b,grey,-10,5,55
#75878c,grey,-5,-5,55
#75859d,grey,0,-15,55
#74667b,grey,10,-10,45
#73777f,grey,0,-5,50
#73686b,grey,5,0,45
#72796e,grey,-5,5,50
#67596f,grey,10,-10,40
#57505a,grey,5,-5,35
#56524a,grey,0,5,35
#55615e,grey,-5,0,40
#54624e,grey,-10,10,40
#53543a,grey,-5,15,35
#53424f,grey,10,-5,30
#51443f,grey,5,5,30
#48482f,grey,-5,15,30
#45555a,grey,-5,-5,35
#44574a,grey,-10,5,35
#44536a,grey,0,-15,35
#43474e,grey,0,-5,30
#43393b,grey,5,0,25
#42493f,grey,-5,5,30
#42455e,grey,5,-15,30
#39494e,grey,-5,-5,30
#29403b,grey,-10,0,25
#8791a2,grey,0,-10,60
#8292ab,grey,0,-15,60
#7197a2,grey,-10,-10,60
#999ea7,grey,0,-5,65
#999cb8,grey,5,-15,65
#987d7b,grey,10,5,55
#968e99,grey,5,-5,60
#968cab,grey,10,-15,60
#957e84,grey,10,0,55
#949eaf,grey,0,-10,65
#949cc1,grey,5,-20,65
#918ea2,grey,5,-10,60
#918cb4,grey,10,-20,60
#917e8c,grey,10,-5,55
#906e77,grey,15,0,50
#897f9e,grey,10,-15,55
#878fb4,grey,5,-20,60
#847fa6,grey,10,-20,55
#746a52,grey,0,15,45
#738a69,grey,-15,15,55
#737b55,grey,-10,20,50
#716a5a,grey,0,10,45
#707b5d,grey,-10,15,50
#697a7f,grey,-5,-5,50
#696c5a,grey,-5,10,45
#687c6e,grey,-10,5,50
#675c5e,grey,5,0,40
#667d5d,grey,-15,15,50
#666e49,grey,-10,20,45
#666b73,grey,0,-5,45
#658b83,grey,-15,0,55
#656d62,grey,-5,5,45
#655e4e,grey,0,10,40
#647c77,grey,-10,0,50
#637a88,grey,-5,-10,50
#636f51,grey,-10,15,45
#635c66,grey,5,-5,40
#635a77,grey,10,-15,40
#627e66,grey,-15,10,50
#625e56,grey,0,5,40
#624d53,grey,10,0,35
#616d6a,grey,-5,0,45
#616b7b,grey,0,-10,45
#606f5a,grey,-10,10,45
#597e76,grey,-15,0,50
#576f6a,grey,-10,0,45
#576e7b,grey,-5,-10,45
#555f6e,grey,0,-10,40
#505f76,grey,0,-15,40
#394b3f,grey,-10,5,30
#373d34,grey,-5,5,25
#373c43,grey,0,-5,25
#344b46,grey,-10,0,30
#334a56,grey,-5,-10,30
#333e3b,grey,-5,0,25
#323c4a,grey,0,-10,25
#99c1b8,grey,-15,0,75
#98a095,grey,-5,5,65
#97b1ab,grey,-10,0,70
#97afbd,grey,-5,-10,70
#96b299,grey,-15,10,70
#96a283,grey,-10,15,65
#94a09e,grey,-5,0,65
#93a28c,grey,-10,10,65
#92b1b4,grey,-10,-5,70
#91b3a2,grey,-15,5,70
#90a479,grey,-15,20,65
#88a58b,grey,-15,10,65
#84a594,grey,-15,5,65
#84a3a6,grey,-10,-5,65
#9fbfc1,grey,-10,-5,75
#9f8b9a,grey,10,-5,60
#9ec0af,grey,-15,5,75
#9e99c1,grey,10,-20,65
#9e9e9e,grey,0,0,65
#9e9cb0,grey,5,-10,65
#9e8f6e,grey,0,20,60
#9db286,grey,-15,20,70
#9da271,grey,-10,25,65
#9d8d88,grey,5,5,60
#9d7b84,grey,15,0,55
#9cb0a2,grey,-10,5,70
#9caeb4,grey,-5,-5,70
#9cacc6,grey,0,-15,70
#9ca08c,grey,-5,10,65
#9b9076,grey,0,15,60
#9b7d73,grey,10,10,55
#9ab28f,grey,-15,15,70
#9aa27a,grey,-10,20,65
#9a8e91,grey,5,0,60
#9a8ba2,grey,10,-10,60
#8fa1a6,grey,-5,-5,65
#8f9464,grey,-10,25,60
#8f937f,grey,-5,10,60
#8f9fb8,grey,0,-15,65
#8ea395,grey,-10,5,65
#8e836a,grey,0,15,55
#8da582,grey,-15,15,65
#8d8184,grey,5,0,55
#8d7f95,grey,10,-10,55
#8cb3ab,grey,-15,0,70
#8c9199,grey,0,-5,60
#8c956d,grey,-10,20,60
#8c8fab,grey,5,-15,60
#8b9388,grey,-5,5,60
#8b8372,grey,0,10,55
#8b716f,grey,10,5,50
#8aa39d,grey,-10,0,65
#8aa1af,grey,-5,-10,65
#7fa69d,grey,-15,0,65
#7f8861,grey,-10,20,55
#7f848c,grey,0,-5,55
#7f829d,grey,5,-15,55
#7e7666,grey,0,10,50
#7e6463,grey,10,5,45
#7e867b,grey,-5,5,55
#7d9690,grey,-10,0,60
#7d94a2,grey,-5,-10,60
#7c8869,grey,-10,15,55
#7c7290,grey,10,-15,50
#7c987f,grey,-15,10,60
#7c747f,grey,5,-5,50
#7b7855,grey,-5,20,50
#7b776f,grey,0,5,50
#7b656b,grey,10,0,45
#7a8683,grey,-5,0,55
#7a8495,grey,0,-10,55
#7a82a6,grey,5,-20,55
#6f6873,grey,5,-5,45
#6f6683,grey,10,-15,45
#6f8b72,grey,-15,10,55
#6e7888,grey,0,-10,50
#6e595f,grey,10,0,40
#6e7a77,grey,-5,0,50
#6e6c49,grey,-5,20,45
#6e6a62,grey,0,5,45
#6d7699,grey,5,-20,50
#6d5b4e,grey,5,10,40
#6c7b66,grey,-10,10,50
#6c6c51,grey,-5,15,45
#6b5967,grey,10,-5,40
#6b898c,grey,-10,-5,55
#6b687b,grey,5,-10,45
#6a8b7b,grey,-15,5,55
#6a6a6a,grey,0,0,45
#6a5b56,grey,5,5,40
#5f6046,grey,-5,15,40
#5f5c6f,grey,5,-10,40
#5f4d5a,grey,10,-5,35
#5e7e6e,grey,-15,5,50
#5e7c7f,grey,-10,-5,50
#5e5e5e,grey,0,0,40
#5d604e,grey,-5,10,40
#5d6d73,grey,-5,-5,45
#5d4f4b,grey,5,5,35
#5c6f62,grey,-10,5,45
#5c6c83,grey,0,-15,45
#5b4e62,grey,10,-10,35
#5a5052,grey,5,0,35
#5a5f66,grey,0,-5,40
#5a5d77,grey,5,-15,40
#4f4447,grey,5,0,30
#4f4256,grey,10,-10,30
#4e535a,grey,0,-5,35
#4e516a,grey,5,-15,35
#4d4637,grey,0,10,30
#4d544a,grey,-5,5,35
#4c726a,grey,-15,0,45
#4b635e,grey,-10,0,40
#4b616e,grey,-5,-10,40
#4b563a,grey,-10,15,35
#4b444e,grey,5,-5,30
#4a463f,grey,0,5,30
#3f5562,grey,-5,-10,35
#3e4946,grey,-5,0,30
#3e4756,grey,0,-10,30
#3e3b34,grey,0,5,25
#3d4b37,grey,-10,10,30
#3b394a,grey,5,-10,25
#3b3b3b,grey,0,0,25
#3a575a,grey,-10,-5,35
#3a3d2c,grey,-5,10,25
#2f4b4e,grey,-10,-5,30
#2e3e43,grey,-5,-5,25
#d8eb94,green,-20,40,90
#d5ff6c,green,-35,65,95
#d3ff77,green,-35,60,95
#d3ee80,green,-25,50,90
#d1ee8a,green,-25,45,90
#cfdd73,green,-20,50,85
#cef06a,green,-30,60,90
#cdff5f,green,-40,70,95
#ccf075,green,-30,55,90
#ccdd7d,green,-20,45,85
#caff6b,green,-40,65,95
#cadba5,green,-15,25,85
#c9f07f,green,-30,50,90
#c9df5d,green,-25,60,85
#c9dd87,green,-20,40,85
#c8ff77,green,-40,60,95
#c8f251,green,-35,70,90
#c7df68,green,-25,55,85
#c7dd91,green,-20,35,85
#c6f25e,green,-35,65,90
#c5df72,green,-25,50,85
#c4ff51,green,-45,75,95
#c4f269,green,-35,60,90
#c4e143,green,-30,70,85
#c4ce50,green,-20,60,80
#c3de9b,green,-20,30,85
#c2ff5e,green,-45,70,95
#c2e150,green,-30,65,85
#c2df7d,green,-25,45,85
#c2cf5b,green,-20,55,80
#c2cd84,green,-15,35,80
#c1f274,green,-35,55,90
#c0f442,green,-40,75,90
#c0e087,green,-25,40,85
#c0e15c,green,-30,60,85
#c0dea4,green,-20,25,85
#c0cf66,green,-20,50,80
#bfff6b,green,-45,65,95
#bfcd8e,green,-15,30,80
#bfbe42,green,-15,60,75
#bef451,green,-40,70,90
#bed134,green,-25,70,80
#becf70,green,-20,45,80
#bde267,green,-30,55,85
#bdd143,green,-25,65,80
#bdbe4e,green,-15,55,75
#bcff76,green,-45,60,95
#bcf45d,green,-40,65,90
#bce333,green,-35,75,85
#bce091,green,-25,35,85
#bccd97,green,-15,25,80
#bbe272,green,-30,50,85
#bbd14f,green,-25,60,80
#bbcf7a,green,-20,40,80
#bbbe59,green,-15,50,75
#bae342,green,-35,70,85
#b9ff51,green,-50,75,95
#b9f469,green,-40,60,90
#b9e09b,green,-25,30,85
#b9d15b,green,-25,55,80
#b9cf84,green,-20,35,80
#b9c024,green,-20,70,75
#b9bf63,green,-15,45,75
#b8e450,green,-35,65,85
#b8e27d,green,-30,45,85
#b8deb7,green,-20,15,85
#b7f630,green,-45,80,90
#b7f574,green,-40,55,90
#b7d321,green,-30,75,80
#b7d165,green,-25,50,80
#b7c035,green,-20,65,75
#b7bf6d,green,-15,40,75
#b6ff5e,green,-50,70,95
#b6e45c,green,-35,60,85
#b6c142,green,-20,60,75
#b5f642,green,-45,75,90
#b5e500,green,-40,85,85
#b5e287,green,-30,40,85
#b5e0a4,green,-25,25,85
#b5d333,green,-30,70,80
#b5d08d,green,-20,30,80
#b4ff6a,green,-50,65,95
#b4d170,green,-25,45,80
#b4c14e,green,-20,55,75
#b4bf77,green,-15,35,75
#b3f650,green,-45,70,90
#b3e467,green,-35,55,85
#b3e61c,green,-40,80,85
#b3dfc1,green,-20,10,85
#b3d342,green,-30,65,80
#b2e291,green,-30,35,85
#b2d097,green,-20,25,80
#b2d27a,green,-25,40,80
#b2c300,green,-25,80,75
#b2c159,green,-20,50,75
#b1f65d,green,-45,65,90
#b1e632,green,-40,75,85
#b1e1ae,green,-25,20,85
#b1d34f,green,-30,60,80
#b1c305,green,-25,75,75
#b1bf81,green,-15,30,75
#b0e472,green,-35,50,85
#b0c323,green,-25,70,75
#b0c163,green,-20,45,75
#afe642,green,-40,70,85
#afd35a,green,-30,55,80
#aef769,green,-45,60,90
#aee39a,green,-30,30,85
#aed500,green,-35,80,80
#aed284,green,-25,35,80
#aed0a0,green,-20,20,80
#aec334,green,-25,65,75
#aebf8a,green,-15,25,75
#ade64f,green,-40,65,85
#ade47c,green,-35,45,85
#add465,green,-30,50,80
#add51f,green,-35,75,80
#adc341,green,-25,60,75
#adc16d,green,-20,40,75
#acf82f,green,-50,80,90
#ace1b7,green,-25,15,85
#abf774,green,-45,55,90
#abe65b,green,-40,60,85
#abd533,green,-35,70,80
#abd28d,green,-25,30,80
#abc177,green,-20,35,75
#abc34d,green,-25,55,75
#abb300,green,-20,75,70
#aaf841,green,-50,75,90
#aae800,green,-45,85,85
#aae486,green,-35,40,85
#aae3a4,green,-30,25,85
#aad46f,green,-30,45,80
#aad0aa,green,-20,15,80
#aab30d,green,-20,70,70
#a9e81a,green,-45,80,85
#a9d541,green,-35,65,80
#a9c358,green,-25,50,75
#a9b325,green,-20,65,70
#a9b161,green,-15,40,70
#a8f94f,green,-50,70,90
#a8e667,green,-40,55,85
#a8c502,green,-30,75,75
#a8c280,green,-20,30,75
#a8b334,green,-20,60,70
#a7e831,green,-45,75,85
#a7e1c1,green,-25,10,85
#a7d479,green,-30,40,80
#a7d297,green,-25,25,80
#a7d64e,green,-35,60,80
#a7c522,green,-30,70,75
#a6e590,green,-35,35,85
#a6c363,green,-25,45,75
#a6b340,green,-20,55,70
#a6b16a,green,-15,35,70
#a5f95c,green,-50,65,90
#a5e841,green,-45,70,85
#a5e672,green,-40,50,85
#a5e3ad,green,-30,20,85
#a5d65a,green,-35,55,80
#a5d1b3,green,-20,10,80
#a5c533,green,-30,65,75
#a4d700,green,-40,80,80
#a4d483,green,-30,35,80
#a4c46d,green,-25,40,75
#a4c28a,green,-20,25,75
#a4b174,green,-15,30,70
#a4b34c,green,-20,50,70
#a3d71e,green,-40,75,80
#a3d2a0,green,-25,20,80
#a3c541,green,-30,60,75
#a3b500,green,-25,75,70
#a2f968,green,-50,60,90
#a2e84f,green,-45,65,85
#a2e67c,green,-40,45,85
#a2e59a,green,-35,30,85
#a2d665,green,-35,50,80
#a2b356,green,-20,45,70
#a2b50b,green,-25,70,70
#a1ffd2,green,-40,15,95
#a1d832,green,-40,70,80
#a1c477,green,-25,35,75
#a1c293,green,-20,20,75
#a1c54d,green,-30,55,75
#a1b27d,green,-15,25,70
#a0fa2f,green,-55,80,90
#a0e85b,green,-45,60,85
#a0e3b7,green,-30,15,85
#a0d66f,green,-35,45,80
#a0d48d,green,-30,30,80
#a0b524,green,-25,65,70
#a0b460,green,-20,40,70
#869764,green,-15,25,60
#859947,green,-20,40,60
#829951,green,-20,35,60
#699023,green,-30,50,55
#668100,green,-25,55,50
#658114,green,-25,50,50
#638123,green,-25,45,50
#629100,green,-35,60,55
#619044,green,-30,35,55
#609111,green,-35,55,55
#607040,green,-15,25,45
#598322,green,-30,45,50
